% valor	NoC_0	NoC_1	NoC_2
47	1777	19695	6450
48	22101	46364	12521
49	9073	19307	6917
50	500	5135	3078
51	6085	18450	6418
52	19900	44397	12480
53	7142	18515	7131
54	334	4749	3138
55	5704	17489	6611
56	23135	42074	12551
57	4271	17785	7013
58	109	4518	3132
59	2904	16720	6570
60	23376	39706	12605
61	6682	16804	7064
62	396	4328	3321
63	5690	16029	6540
64	20300	38161	12407
65	6809	16166	7071
66	528	3986	3144
67	8443	15150	6639
68	19140	36388	12288
69	4629	15377	7049
70	497	3988	3157
71	6633	14546	6490
72	22205	34831	12708
73	3661	14654	6851
74	458	3816	3088
75	4333	13934	6472
76	21248	33013	12462
77	6598	14071	7045
78	450	3702	3160
79	5613	13458	6646
80	19932	31962	12700
81	6044	13394	7104
82	264	3488	3177
83	5571	12895	6681
84	21254	30433	12293
85	5027	12872	7000
86	247	3268	3186
87	4424	12289	6484
88	20621	29416	12363
89	6184	12488	6932
90	690	3214	3104
91	5496	11827	6427
92	19812	28355	12222
93	5501	11952	6895
94	356	3123	3175
95	5369	11298	6527
96	20647	27347	11963
97	4490	11422	6976
98	281	2871	3048
99	4444	10870	6420
100	21498	26244	11834
101	3875	10802	6843
102	409	2903	3007
103	3209	10552	6283
104	21232	25127	11839
105	5641	10815	6787
106	342	2738	3015
107	3383	10012	6424
108	19941	23976	11760
109	5817	10076	6629
110	308	2637	2920
111	3702	9652	6169
112	20247	23500	11611
113	5360	9702	6670
114	176	2428	2964
115	3432	9448	6262
116	20232	22359	11519
117	5132	9463	6599
118	166	2313	2869
119	4064	9037	6199
120	20151	21355	11527
121	4959	9027	6518
122	218	2271	2922
123	5240	8573	6225
124	18118	20667	11261
125	4782	8773	6533
126	294	2282	2939
127	5753	8304	6106
128	18251	20062	11394
129	3850	8304	6346
130	294	2140	2894
131	4584	7985	5934
132	18584	19067	11056
133	4377	7997	6434
134	317	1974	2774
135	4492	7698	5964
136	17993	18640	11221
137	5106	7773	6361
138	337	2117	2867
139	4337	7437	5941
140	18242	18158	10894
141	4687	7399	6228
142	200	2005	2878
143	3831	7196	6037
144	18113	17283	11064
145	4807	7289	6117
146	212	1946	2733
147	3891	6938	5792
148	17913	16593	10926
149	4851	6982	6224
150	506	1778	2805
151	4181	6728	5977
152	17947	16051	10867
153	4289	6677	6137
154	271	1770	2646
155	4024	6551	5783
156	18314	15420	10543
157	3980	6710	6037
158	239	1636	2721
159	3322	6218	5664
160	18289	14839	10815
161	4362	6263	6094
162	316	1565	2674
163	3141	6020	5523
164	17941	14497	10484
165	4840	6158	6154
166	292	1498	2652
167	2924	5706	5681
168	17843	14164	10616
169	4861	5886	5933
170	170	1450	2579
171	2781	5651	5697
172	17605	13583	10445
173	4968	5639	6042
174	160	1467	2568
175	3189	5608	5607
176	17658	13004	10369
177	4484	5565	5841
178	130	1499	2633
179	3609	5288	5480
180	17751	12588	10246
181	4030	5377	5902
182	152	1395	2654
183	4020	5070	5492
184	16827	12295	10332
185	3945	5204	5889
186	199	1309	2522
187	4280	4961	5552
188	16388	11822	10244
189	3857	4985	5841
190	230	1292	2620
191	3867	4815	5477
192	16396	11524	10143
193	4080	4796	5893
194	249	1300	2638
195	3767	4768	5383
196	16084	11088	10011
197	4345	4605	5815
198	264	1168	2464
199	3549	4629	5390
200	16156	10757	10042
201	4354	4422	5657
202	156	1134	2467
203	3611	4444	5405
204	16069	10514	9939
205	4322	4399	5608
206	217	1077	2533
207	3472	4259	5232
208	16059	10194	9890
209	4167	4234	5589
210	423	1101	2464
211	3477	3992	5222
212	15962	9868	9851
213	3902	4143	5741
214	252	1032	2490
215	3302	4052	5205
216	16059	9705	9726
217	3903	3837	5609
218	199	1031	2494
219	3128	3829	5235
220	16162	9360	9778
221	4239	3807	5341
222	289	1009	2408
223	2859	3776	5103
224	16108	8936	9525
225	4401	3853	5539
226	221	977	2435
227	2523	3657	5194
228	15748	8684	9511
229	4567	3640	5563
230	187	888	2380
231	2713	3515	4965
232	15877	8264	9443
233	4489	3577	5313
234	140	892	2422
235	2906	3427	4997
236	15730	8113	9191
237	3909	3438	5380
238	105	907	2315
239	3113	3294	5053
240	16125	8012	9339
241	3645	3360	5418
242	97	797	2367
243	3374	3249	4896
244	15246	7803	9201
245	3841	3312	5388
246	150	803	2333
247	3575	3137	4880
248	15097	7606	9151
249	3651	3056	5326
250	183	774	2356
251	3375	2966	4771
252	15364	7379	9177
253	3703	3065	5071
254	198	785	2222
255	3181	2861	4847
256	14838	7053	8892
257	4010	3119	5362
258	210	681	2258
259	3124	2836	4823
260	14791	6896	9068
261	3974	2836	5276
262	149	758	2265
263	3128	2754	4683
264	14690	6753	9068
265	3911	2794	5212
266	188	673	2324
267	3113	2690	4864
268	14853	6387	9161
269	3734	2619	5176
270	323	663	2286
271	3108	2551	4815
272	14860	6300	8915
273	3715	2573	5121
274	175	701	2224
275	2988	2413	4791
276	14770	6094	8838
277	3877	2564	5032
278	169	611	2225
279	2713	2421	4679
280	14512	6059	8932
281	3888	2527	5087
282	214	621	2192
283	2640	2378	4741
284	14421	5821	8664
285	4173	2382	5011
286	186	606	2183
287	2478	2381	4578
288	14805	5618	8592
289	3984	2380	4783
290	146	567	2264
291	2561	2298	4540
292	14525	5420	8587
293	3909	2220	4999
294	112	584	2212
295	2749	2246	4587
296	14333	5237	8364
297	3687	2271	4911
298	81	512	2092
299	2863	2186	4506
300	14714	5213	8527
301	3379	2148	4852
302	91	511	2110
303	2925	2130	4448
304	14162	5091	8379
305	3613	2048	4852
306	118	564	2213
307	3032	2044	4534
308	13678	4973	8327
309	3696	2067	4924
310	146	523	2140
311	2979	1983	4396
312	13979	4746	8258
313	3621	2073	4850
314	175	535	2125
315	2813	1963	4395
316	13701	4633	8266
317	3706	1960	4786
318	172	515	2110
319	2821	1901	4276
320	13748	4397	8136
321	3607	1931	4822
322	116	479	2072
323	2868	1883	4326
324	13688	4384	8134
325	3510	1853	4719
326	185	518	2108
327	2769	1820	4394
328	13345	4309	8108
329	3625	1812	4675
330	277	485	2057
331	2714	1763	4361
332	13327	4096	8022
333	3395	1802	4744
334	172	434	2040
335	2627	1707	4332
336	13271	4143	8048
337	3571	1705	4658
338	162	418	2012
339	2449	1687	4293
340	13427	4028	7879
341	3655	1673	4593
342	199	387	2004
343	2491	1623	4228
344	13109	3912	8041
345	3697	1632	4686
346	162	393	1966
347	2282	1674	4230
348	13207	3955	7832
349	3580	1521	4603
350	125	406	1933
351	2373	1556	4169
352	13269	3634	7844
353	3491	1507	4572
354	107	419	1914
355	2555	1485	4172
356	13026	3514	7817
357	3346	1503	4574
358	62	354	2000
359	2608	1468	4175
360	13418	3566	7767
361	3142	1395	4553
362	78	353	1897
363	2561	1411	4064
364	12918	3501	7569
365	3312	1402	4418
366	100	336	1914
367	2765	1379	4201
368	12847	3300	7515
369	3336	1399	4492
370	128	344	1983
371	2650	1326	4108
372	12626	3211	7703
373	3351	1376	4476
374	125	314	1958
375	2464	1322	4075
376	12618	3172	7648
377	3353	1333	4516
378	147	336	1922
379	2617	1247	4034
380	12634	3059	7578
381	3181	1322	4403
382	125	368	1821
383	2662	1225	3966
384	12548	3050	7520
385	3208	1247	4235
386	153	304	1991
387	2514	1192	4063
388	12520	3000	7494
389	3259	1169	4389
390	219	313	1984
391	2476	1206	3968
392	12586	2780	7393
393	3287	1210	4303
394	122	287	1886
395	2396	1183	4093
396	12574	2766	7516
397	3387	1148	4321
398	105	320	1810
399	2307	1095	3941
400	12515	2761	7482
401	3355	1148	4231
402	142	301	1822
403	2278	1065	3996
404	12302	2591	7238
405	3468	1155	4292
406	114	279	1902
407	2236	1109	3806
408	12531	2519	7252
409	3226	1115	4284
410	97	321	1837
411	2187	1014	3925
412	12175	2579	7349
413	3337	1063	4317
414	82	280	1821
415	2418	1022	3902
416	12296	2498	7331
417	3202	987	4302
418	57	278	1759
419	2477	971	3920
420	12608	2359	7207
421	3175	1011	4254
422	55	250	1818
423	2493	991	3792
424	12085	2357	7138
425	3192	948	4274
426	98	235	1853
427	2471	902	3749
428	11978	2318	7252
429	3083	979	4273
430	93	245	1825
431	2425	958	3778
432	12111	2179	7176
433	3121	939	4216
434	127	211	1777
435	2329	912	3795
436	11911	2206	6947
437	3240	873	4227
438	133	231	1785
439	2445	885	3666
440	11969	2136	7112
441	3228	936	4130
442	101	223	1809
443	2410	868	3709
444	11797	2064	7043
445	3141	919	4133
446	124	254	1843
447	2318	835	3730
448	11854	2059	7061
449	3164	880	4095
450	199	236	1755
451	2200	840	3756
452	11705	2002	7015
453	3123	822	4033
454	120	219	1822
455	2270	790	3751
456	11743	1911	6902
457	3194	826	4032
458	93	240	1727
459	2167	816	3647
460	11957	1906	6847
461	3270	812	4056
462	122	193	1731
463	2207	764	3616
464	11953	1792	6888
465	3158	724	4169
466	112	185	1779
467	2131	713	3707
468	11733	1813	6809
469	3156	775	3890
470	78	185	1765
471	2225	720	3764
472	11526	1634	6697
473	3126	720	3943
474	76	179	1700
475	2403	741	3582
476	11541	1675	6844
477	3070	714	4040
478	48	171	1804
479	2244	676	3647
480	11740	1701	6646
481	2935	701	3894
482	64	182	1671
483	2253	687	3656
484	11419	1671	6884
485	3181	692	3960
486	78	165	1755
487	2350	674	3609
488	11425	1597	6907
489	2938	702	4016
490	73	193	1718
491	2280	653	3488
492	11450	1508	6668
493	3036	687	3974
494	107	160	1646
495	2183	665	3610
496	11443	1520	6639
497	3057	640	3800
498	117	169	1665
499	2235	644	3625
500	11363	1517	6662
501	3075	623	3837
502	105	149	1663
503	2202	623	3584
504	11187	1444	6497
505	2935	591	3918
506	106	162	1716
507	2043	613	3397
508	11130	1422	6635
509	3015	550	3814
510	152	157	1699
511	2162	587	3451
512	11148	1374	6606
513	2957	570	3998
514	104	140	1668
515	2153	534	3476
516	10984	1423	6578
517	2963	514	3876
518	101	156	1681
519	1946	591	3559
520	11072	1291	6565
521	3000	523	3909
522	86	146	1665
523	2030	589	3476
524	11074	1282	6624
525	3016	522	3839
526	105	157	1724
527	2046	511	3484
528	10920	1330	6499
529	2954	547	3919
530	106	125	1652
531	2065	530	3420
532	11007	1255	6545
533	2931	509	3853
534	89	133	1675
535	2150	498	3509
536	10834	1091	6491
537	2847	527	3672
538	52	130	1582
539	2062	506	3398
540	10818	1171	6522
541	2738	554	3820
542	46	130	1683
543	2059	509	3492
544	10817	1161	6582
545	2931	498	3779
546	52	127	1588
547	2108	518	3325
548	10582	1153	6467
549	2859	469	3794
550	67	122	1608
551	2022	475	3360
552	10582	1114	6384
553	2819	447	3742
554	112	104	1600
555	2086	517	3439
556	10467	1050	6391
557	2890	526	3751
558	107	117	1586
559	1928	420	3306
560	10507	1128	6311
561	2790	476	3718
562	85	111	1547
563	2133	442	3388
564	10347	1058	6400
565	2680	462	3728
566	99	101	1566
567	2001	425	3325
568	10405	1023	6197
569	2729	399	3756
570	169	125	1610
571	2058	434	3356
572	10233	1005	6150
573	2770	388	3686
574	91	114	1555
575	1981	449	3347
576	10372	947	6248
577	2754	399	3635
578	73	106	1621
579	1970	390	3333
580	10221	978	6331
581	2837	410	3639
582	101	98	1597
583	1891	381	3299
584	10105	922	6187
585	2740	399	3645
586	88	102	1618
587	1824	389	3287
588	10102	874	6121
589	2687	384	3703
590	75	92	1465
591	1974	359	3314
592	10002	965	6215
593	2694	349	3527
594	48	88	1569
595	2017	351	3284
596	10034	932	6117
597	2714	405	3550
598	32	104	1617
599	1967	362	3303
600	10203	913	6111
601	2642	370	3646
602	30	91	1529
603	1924	345	3352
604	9893	888	6138
605	2707	359	3567
606	71	118	1613
607	1957	365	3273
608	9873	823	6251
609	2772	348	3622
610	72	86	1533
611	1888	366	3357
612	9993	838	6019
613	2566	386	3601
614	80	88	1532
615	1876	321	3256
616	9691	823	6016
617	2759	344	3624
618	98	77	1469
619	1876	331	3248
620	9811	868	6073
621	2649	369	3614
622	68	89	1536
623	1949	306	3226
624	9920	855	6047
625	2612	348	3438
626	92	93	1563
627	1812	349	3158
628	9819	814	5967
629	2638	303	3457
630	135	96	1483
631	1930	302	3111
632	9672	727	6031
633	2542	308	3614
634	105	80	1544
635	1791	312	3183
636	9789	704	6071
637	2554	334	3568
638	72	74	1508
639	1820	317	3168
640	9635	728	5779
641	2698	313	3483
642	87	90	1491
643	1803	333	3181
644	9604	663	5895
645	2514	288	3549
646	80	75	1478
647	1839	311	3168
648	9609	740	5896
649	2662	270	3564
650	73	74	1521
651	1857	270	3152
652	9451	704	5808
653	2612	315	3476
654	70	55	1462
655	1953	307	3045
656	9663	695	6042
657	2477	276	3436
658	52	73	1502
659	1829	233	3114
660	9702	710	5866
661	2531	279	3497
662	49	75	1478
663	1856	265	3094
664	9759	655	5758
665	2642	263	3565
666	58	67	1479
667	1840	279	3144
668	9654	636	5979
669	2604	256	3362
670	66	80	1486
671	1808	274	2981
672	9406	618	5856
673	2543	283	3346
674	86	66	1474
675	1844	262	3151
676	9393	568	5745
677	2520	260	3322
678	83	78	1453
679	1820	246	2986
680	9413	662	5863
681	2534	250	3342
682	103	58	1443
683	1804	230	2938
684	9334	602	5809
685	2402	215	3334
686	94	76	1431
687	1774	251	3068
688	9412	579	5578
689	2506	228	3445
690	158	67	1422
691	1866	209	3002
692	9291	539	5640
693	2634	258	3405
694	90	66	1438
695	1734	232	3030
696	9437	550	5737
697	2550	250	3429
698	109	53	1428
699	1735	243	2928
700	9222	575	5660
701	2498	227	3293
702	82	95	1424
703	1788	243	3187
704	9337	596	5582
705	2531	204	3361
706	75	70	1407
707	1801	225	3020
708	9229	551	5672
709	2443	246	3395
710	83	58	1395
711	1788	218	3064
712	9058	504	5608
713	2428	199	3370
714	51	46	1471
715	1802	203	2913
716	9286	532	5602
717	2473	221	3331
718	36	57	1385
719	1731	198	2880
720	9436	546	5534
721	2463	227	3317
722	48	52	1381
723	1726	204	3029
724	9161	480	5446
725	2498	206	3238
726	54	37	1418
727	1801	202	2966
728	9123	536	5543
729	2459	219	3402
730	56	62	1340
731	1759	205	2862
732	8860	493	5530
733	2383	181	3244
734	67	44	1382
735	1825	217	2991
736	8953	478	5560
737	2450	209	3324
738	91	46	1377
739	1865	196	2909
740	9040	502	5520
741	2446	206	3227
742	87	55	1412
743	1684	200	2925
744	9252	455	5483
745	2413	207	3273
746	96	42	1328
747	1730	164	2936
748	9017	456	5480
749	2445	174	3220
750	139	64	1327
751	1722	193	2909
752	9020	419	5428
753	2403	190	3288
754	71	57	1396
755	1684	188	2904
756	8988	421	5464
757	2438	183	3218
758	80	45	1390
759	1702	192	2807
760	8955	480	5384
761	2458	181	3187
762	68	55	1323
763	1670	200	2870
764	8887	435	5281
765	2357	183	3275
766	65	41	1348
767	1696	174	2815
768	8878	435	5259
769	2340	180	3120
770	45	42	1344
771	1761	160	2879
772	8777	403	5279
773	2421	161	3087
774	57	43	1409
775	1706	176	2795
776	9000	393	5316
777	2341	175	3123
778	35	43	1356
779	1771	187	2850
780	8927	397	5203
781	2394	153	3090
782	45	41	1275
783	1655	157	2749
784	8727	380	5142
785	2429	168	3179
786	58	39	1297
787	1672	169	2802
788	8730	389	5316
789	2354	166	2999
790	80	50	1378
791	1711	164	2741
792	8832	335	5245
793	2284	157	3000
794	77	36	1269
795	1692	151	2772
796	8673	368	5215
797	2411	147	2966
798	81	40	1316
799	1641	152	2816
800	8860	354	5267
801	2304	152	3018
802	66	40	1293
803	1663	161	2814
804	8570	361	5144
805	2283	144	2980
806	83	36	1307
807	1684	133	2661
808	8648	363	5195
809	2346	156	3016
810	113	31	1295
811	1677	156	2716
812	8496	330	5178
813	2268	145	3165
814	82	30	1283
815	1610	142	2736
816	8388	338	4975
817	2314	138	2976
818	71	43	1327
819	1554	149	2737
820	8454	303	5063
821	2300	153	3008
822	72	46	1279
823	1659	149	2698
824	8631	302	4942
825	2307	145	3027
826	69	40	1333
827	1575	133	2670
828	8539	344	4953
829	2195	120	3024
830	61	30	1302
831	1623	121	2624
832	8356	329	5087
833	2249	164	2917
834	52	38	1292
835	1647	124	2711
836	8360	308	5062
837	2172	138	2969
838	33	23	1289
839	1574	130	2690
840	8462	331	5049
841	2259	142	2987
842	45	29	1234
843	1664	122	2578
844	8409	336	4997
845	2338	117	2938
846	44	35	1220
847	1652	147	2647
848	8328	294	4874
849	2225	119	2933
850	56	34	1229
851	1494	117	2615
852	8316	308	4936
853	2186	122	2926
854	58	38	1257
855	1580	112	2684
856	8384	285	4865
857	2169	132	2927
858	81	30	1201
859	1535	105	2688
860	8060	291	4887
861	2173	110	2832
862	62	28	1248
863	1535	147	2565
864	8006	300	4780
865	2110	118	2889
866	100	32	1213
867	1549	105	2607
868	8164	282	4776
869	2218	115	2829
870	133	21	1312
871	1573	100	2469
872	8030	294	4799
873	2188	113	2859
874	90	33	1217
875	1519	98	2667
876	8089	288	4709
877	2118	106	2862
878	72	24	1201
879	1484	100	2522
880	8041	282	4652
881	2070	108	2820
882	80	29	1198
883	1557	103	2566
884	7958	265	4730
885	2076	104	2852
886	50	24	1222
887	1540	111	2483
888	7925	280	4700
889	2041	112	2894
890	54	33	1152
891	1549	106	2492
892	7877	264	4791
893	2113	102	2780
894	52	29	1180
895	1521	122	2545
896	7861	258	4738
897	1996	94	2793
898	39	27	1255
899	1525	96	2486
900	7991	276	4647
901	2010	96	2769
902	34	25	1203
903	1451	116	2508
904	7826	258	4680
905	2211	108	2811
906	52	28	1175
907	1469	116	2546
908	7837	236	4679
909	2097	114	2691
910	43	35	1174
911	1492	114	2424
912	7761	237	4664
913	2126	108	2724
914	73	31	1104
915	1421	94	2454
916	7646	238	4577
917	2164	109	2723
918	66	24	1177
919	1482	94	2497
920	7737	233	4597
921	1998	101	2675
922	71	23	1134
923	1461	99	2445
924	7596	244	4512
925	2059	93	2790
926	99	16	1203
927	1481	82	2448
928	7516	210	4435
929	2065	87	2605
930	118	29	1164
931	1470	91	2520
932	7545	215	4550
933	1988	88	2583
934	73	23	1103
935	1399	78	2512
936	7501	248	4518
937	2045	86	2709
938	64	27	1101
939	1371	103	2440
940	7457	219	4512
941	1992	92	2663
942	71	18	1094
943	1380	84	2361
944	7305	208	4566
945	1975	77	2603
946	61	18	1173
947	1474	71	2367
948	7233	207	4376
949	1982	69	2702
950	51	21	1160
951	1423	100	2356
952	7397	200	4492
953	2002	96	2633
954	40	22	1130
955	1439	76	2368
956	7304	225	4402
957	1832	96	2629
958	32	29	1027
959	1327	93	2359
960	7436	192	4469
961	1923	82	2640
962	23	19	1164
963	1335	83	2346
964	7171	177	4364
965	1949	78	2526
966	33	15	1102
967	1397	71	2298
968	7091	177	4402
969	1912	73	2523
970	40	19	1125
971	1274	71	2272
972	7092	189	4371
973	1960	101	2518
974	53	17	1119
975	1396	75	2317
976	7025	181	4226
977	2014	78	2611
978	53	20	1072
979	1324	82	2302
980	7066	190	4272
981	1887	82	2545
982	70	13	1075
983	1371	82	2319
984	6938	173	4309
985	1877	75	2596
986	75	17	1085
987	1383	64	2338
988	6910	200	4306
989	1831	86	2531
990	110	19	1029
991	1378	68	2268
992	6871	190	4238
993	1910	83	2497
994	68	23	1052
995	1312	84	2189
996	6940	165	4265
997	1792	78	2530
998	50	17	1033
999	1294	79	2272
1000	6948	190	4271
1001	1820	65	2498
1002	72	19	1012
1003	1266	68	2244
1004	6866	159	4151
1005	1818	63	2542
1006	54	26	1108
1007	1325	79	2241
1008	6790	180	4259
1009	1795	57	2472
1010	62	10	1030
1011	1319	72	2254
1012	6711	180	4193
1013	1892	76	2400
1014	42	13	1028
1015	1321	74	2242
1016	6717	153	4122
1017	1751	79	2502
1018	23	18	1045
1019	1262	75	2143
1020	6775	142	4245
1021	1793	66	2486
1022	37	15	974
1023	1243	59	2206
1024	6677	143	4075
1025	1800	68	2414
1026	36	22	1051
1027	1300	74	2104
1028	6578	167	4121
1029	1818	73	2412
1030	58	16	1042
1031	1249	58	2146
1032	6803	150	4061
1033	1788	67	2425
1034	61	15	980
1035	1238	61	2174
1036	6550	161	4063
1037	1809	63	2452
1038	47	13	1033
1039	1226	55	2245
1040	6483	151	4071
1041	1747	66	2400
1042	68	20	1015
1043	1284	57	2106
1044	6403	152	4134
1045	1744	68	2484
1046	65	21	1030
1047	1229	66	2148
1048	6468	158	4072
1049	1749	51	2336
1050	119	13	979
1051	1227	46	2192
1052	6516	143	4118
1053	1803	60	2417
1054	61	14	1011
1055	1232	49	2111
1056	6417	116	4129
1057	1766	56	2369
1058	50	19	960
1059	1292	62	2066
1060	6416	139	4107
1061	1677	62	2378
1062	75	23	1056
1063	1257	65	2137
1064	6450	149	3976
1065	1745	47	2298
1066	63	12	1028
1067	1211	59	2060
1068	6417	134	4001
1069	1655	54	2333
1070	33	13	1046
1071	1226	61	2054
1072	6328	148	3986
1073	1769	46	2243
1074	34	11	977
1075	1234	56	2121
1076	6420	146	3934
1077	1653	50	2311
1078	27	14	952
1079	1228	53	2124
1080	6484	126	3921
1081	1613	38	2306
1082	24	11	994
1083	1211	48	2014
1084	6280	118	3926
1085	1800	62	2343
1086	36	10	959
1087	1216	61	2086
1088	6220	152	3871
1089	1725	49	2312
1090	52	20	943
1091	1152	63	2040
1092	6166	130	3865
1093	1676	51	2320
1094	55	14	959
1095	1144	37	1997
1096	6191	123	3775
1097	1705	58	2297
1098	64	24	991
1099	1177	51	1996
1100	6175	112	3925
1101	1621	45	2151
1102	70	15	949
1103	1203	52	2094
1104	6224	120	3895
1105	1649	56	2295
1106	62	10	949
1107	1169	61	2023
1108	6181	122	3754
1109	1719	55	2226
1110	105	14	940
1111	1249	55	2049
1112	6211	115	3831
1113	1641	63	2208
1114	48	17	941
1115	1195	37	2034
1116	6189	110	3755
1117	1653	61	2269
1118	54	11	943
1119	1178	50	1960
1120	6081	105	3807
1121	1602	54	2290
1122	54	13	917
1123	1167	56	1991
1124	6080	114	3699
1125	1566	55	2185
1126	46	6	932
1127	1198	50	1986
1128	6134	110	3750
1129	1655	44	2163
1130	39	15	992
1131	1163	47	2006
1132	6140	114	3691
1133	1590	44	2218
1134	43	14	854
1135	1186	61	1967
1136	6018	112	3709
1137	1563	36	2165
1138	32	10	944
1139	1137	57	1964
1140	6147	118	3556
1141	1505	46	2211
1142	28	13	950
1143	1147	44	1963
1144	5909	116	3622
1145	1617	39	2109
1146	37	12	911
1147	1155	31	1979
1148	6016	98	3737
1149	1611	40	2153
1150	41	13	912
1151	1084	55	1905
1152	5890	97	3741
1153	1612	45	2132
1154	47	6	903
1155	1136	69	1892
1156	5826	100	3685
1157	1636	51	2203
1158	58	8	915
1159	1124	55	1883
1160	5967	115	3590
1161	1604	53	2153
1162	57	11	916
1163	1182	44	1936
1164	5771	110	3571
1165	1550	42	2149
1166	60	12	858
1167	1122	36	1904
1168	5773	91	3575
1169	1528	44	2118
1170	67	12	878
1171	1091	45	1901
1172	5886	83	3631
1173	1549	43	2124
1174	55	5	850
1175	1087	37	1933
1176	5905	64	3568
1177	1601	37	2118
1178	41	9	876
1179	1106	25	1823
1180	5663	110	3568
1181	1616	43	2158
1182	46	8	892
1183	1163	40	1917
1184	5887	79	3506
1185	1485	33	2082
1186	34	11	891
1187	1138	42	1898
1188	5811	68	3480
1189	1544	41	2067
1190	39	5	882
1191	1084	57	1820
1192	5646	82	3481
1193	1583	49	2105
1194	26	7	847
1195	1088	37	1876
1196	5659	87	3578
1197	1524	50	2055
1198	27	12	884
1199	1096	40	1901
1200	5802	108	3448
1201	1492	33	2068
1202	24	19	876
1203	1140	44	1896
1204	5638	82	3471
1205	1558	40	2068
1206	29	10	896
1207	1097	37	1824
1208	5723	108	3507
1209	1500	41	2021
1210	47	13	825
1211	1086	37	1845
1212	5620	73	3429
1213	1459	44	1955
1214	47	10	898
1215	1084	40	1884
1216	5596	93	3544
1217	1489	39	2050
1218	46	7	848
1219	1089	48	1771
1220	5652	81	3345
1221	1463	30	2091
1222	52	3	829
1223	1036	33	1817
1224	5551	79	3442
1225	1514	41	2084
1226	62	15	926
1227	1072	37	1833
1228	5573	80	3338
1229	1508	26	2021
1230	81	4	866
1231	1012	37	1716
1232	5585	93	3378
1233	1483	38	1979
1234	53	9	860
1235	1025	31	1829
1236	5445	82	3296
1237	1567	31	2017
1238	45	6	849
1239	1059	25	1773
1240	5603	94	3365
1241	1483	29	1984
1242	51	14	866
1243	1036	38	1818
1244	5428	80	3226
1245	1542	31	1933
1246	32	12	821
1247	1100	30	1726
1248	5469	68	3264
1249	1401	42	1958
1250	30	13	857
1251	1090	34	1789
1252	5431	87	3342
1253	1434	32	1948
1254	32	13	845
1255	1057	37	1872
1256	5557	73	3295
1257	1510	31	2005
1258	24	9	811
1259	1014	35	1731
1260	5578	73	3217
1261	1451	28	1961
1262	16	4	838
1263	1001	36	1774
1264	5521	86	3351
1265	1517	33	2030
1266	36	12	867
1267	1031	40	1716
1268	5481	77	3397
1269	1449	26	1936
1270	41	7	828
1271	994	29	1700
1272	5382	72	3352
1273	1431	19	1909
1274	44	10	845
1275	1060	32	1766
1276	5417	70	3404
1277	1486	37	1882
1278	37	7	807
1279	968	31	1755
1280	5258	68	3292
1281	1400	38	1899
1282	44	6	771
1283	1045	33	1753
1284	5376	66	3363
1285	1415	32	1890
1286	50	7	847
1287	1028	35	1619
1288	5332	49	3202
1289	1474	35	1884
1290	84	9	759
1291	1046	33	1712
1292	5372	61	3234
1293	1401	31	1930
1294	41	11	840
1295	1003	28	1783
1296	5103	71	3216
1297	1383	35	1832
1298	52	8	805
1299	1033	26	1681
1300	5322	75	3113
1301	1374	34	1918
1302	43	9	815
1303	1040	30	1684
1304	5264	75	3217
1305	1400	23	1886
1306	53	7	819
1307	988	25	1699
1308	5181	53	3206
1309	1359	30	1909
1310	41	8	810
1311	1081	36	1706
1312	5184	61	3179
1313	1427	24	1914
1314	44	8	795
1315	1028	33	1696
1316	5352	63	3110
1317	1401	31	1860
1318	22	6	774
1319	1009	24	1641
1320	5220	61	3197
1321	1371	18	1894
1322	28	7	756
1323	934	34	1664
1324	5158	69	3080
1325	1398	25	1857
1326	39	4	855
1327	948	19	1629
1328	5125	61	3087
1329	1349	31	1855
1330	38	7	751
1331	999	23	1593
1332	5267	48	3201
1333	1389	35	1885
1334	43	5	775
1335	988	27	1625
1336	5097	60	3154
1337	1428	24	1840
1338	46	6	817
1339	970	32	1696
1340	5105	62	3147
1341	1432	38	1865
1342	40	8	769
1343	999	28	1700
1344	5011	71	3092
1345	1318	30	1818
1346	50	4	799
1347	982	27	1616
1348	5060	68	2993
1349	1395	29	1793
1350	83	9	793
1351	964	20	1692
1352	4984	65	2988
1353	1331	24	1758
1354	53	6	780
1355	1000	23	1650
1356	5068	59	3028
1357	1363	35	1858
1358	40	6	772
1359	946	26	1637
1360	5011	62	3077
1361	1413	25	1775
1362	38	9	803
1363	961	26	1710
1364	5125	61	2972
1365	1339	28	1854
1366	36	6	749
1367	978	30	1547
1368	5129	66	3003
1369	1338	23	1855
1370	37	9	785
1371	1029	31	1639
1372	5130	60	3002
1373	1362	29	1798
1374	25	6	763
1375	979	30	1666
1376	5043	58	2886
1377	1320	20	1823
1378	20	5	770
1379	999	23	1606
1380	4953	55	2950
1381	1417	19	1821
1382	21	5	788
1383	948	30	1541
1384	4998	53	2959
1385	1323	14	1801
1386	33	5	699
1387	935	25	1666
1388	4835	47	3022
1389	1436	16	1819
1390	34	3	755
1391	904	25	1658
1392	4921	62	2943
1393	1340	20	1764
1394	39	12	752
1395	958	27	1641
1396	4964	52	2968
1397	1325	17	1821
1398	43	8	756
1399	981	35	1596
1400	4919	50	2911
1401	1287	19	1776
1402	53	5	770
1403	922	30	1670
1404	4847	54	2992
1405	1322	15	1800
1406	38	3	757
1407	958	36	1528
1408	4893	55	2873
1409	1334	30	1733
1410	81	7	753
1411	942	26	1557
