% valor	NoC_0	NoC_1	NoC_2	NoC_3
3504	1501	0	0	7
3505	385	0	0	4
3506	17	0	0	8
3507	283	0	2	3
3508	1489	0	0	2
3509	367	0	1	4
3510	23	0	1	2
3511	280	0	0	7
3512	1458	0	1	7
3513	390	1	0	6
3514	10	0	0	4
3515	300	0	0	2
3516	1496	1	0	3
3517	401	0	0	3
3518	13	0	0	6
3519	301	0	0	1
3520	1444	0	0	9
3521	408	0	2	5
3522	10	0	0	6
3523	312	0	0	3
3524	1473	2	0	2
3525	376	0	1	3
3526	13	0	1	3
3527	279	0	0	4
3528	1464	1	0	6
3529	379	0	0	8
3530	13	1	0	4
3531	281	2	0	3
3532	1449	0	0	4
3533	380	0	0	3
3534	21	0	1	2
3535	283	0	1	4
3536	1439	1	1	4
3537	352	0	0	2
3538	9	0	0	1
3539	249	0	1	3
3540	1450	0	2	4
3541	405	0	0	2
3542	18	0	0	3
3543	266	1	0	4
3544	1414	0	0	6
3545	384	0	0	1
3546	29	0	0	2
3547	262	0	2	1
3548	1453	1	0	3
3549	394	0	0	2
3550	14	0	1	1
3551	281	0	0	4
3552	1377	0	1	5
3553	399	1	1	2
3554	20	0	0	2
3555	289	0	0	1
3556	1428	0	4	3
3557	365	0	0	2
3558	17	0	0	2
3559	232	0	0	1
3560	1355	0	0	5
3561	378	0	0	3
3562	13	0	0	3
3563	274	0	0	3
3564	1387	1	0	1
3565	384	0	0	3
3566	20	0	0	7
3567	281	0	0	4
3568	1396	1	0	10
3569	370	0	1	3
3570	17	0	1	7
3571	279	0	0	1
3572	1350	1	1	2
3573	364	0	0	3
3574	26	0	1	3
3575	248	0	0	5
3576	1364	1	1	5
3577	369	1	0	2
3578	23	0	0	4
3579	277	0	1	4
3580	1508	1	1	1
3581	369	0	1	0
3582	22	0	0	3
3583	297	0	0	5
3584	1390	1	0	5
3585	375	0	0	4
3586	21	0	0	4
3587	263	0	0	2
3588	1385	2	1	1
3589	410	1	0	4
3590	20	0	1	1
3591	288	1	0	4
3592	1402	0	3	4
3593	361	0	0	3
3594	15	0	1	3
3595	284	0	0	0
3596	1326	0	0	1
3597	376	1	1	2
3598	12	1	0	2
3599	281	0	0	6
3600	1350	0	0	5
3601	401	0	0	3
3602	16	0	0	3
3603	269	0	0	1
3604	1392	0	0	0
3605	372	0	0	0
3606	18	0	1	5
3607	266	0	0	4
3608	1407	0	0	6
3609	359	0	0	2
3610	23	0	0	5
3611	286	0	0	3
3612	1421	0	0	0
3613	376	1	1	7
3614	11	0	0	4
3615	251	0	0	5
3616	1390	0	0	4
3617	377	0	0	2
3618	21	0	0	7
3619	236	1	0	1
3620	1409	2	0	1
3621	377	0	0	5
3622	22	0	0	8
3623	277	0	1	5
3624	1366	0	0	5
3625	376	1	0	1
3626	16	0	0	2
3627	265	0	0	5
3628	1363	0	1	1
3629	380	1	0	4
3630	13	0	0	5
3631	275	1	0	5
3632	1403	0	0	7
3633	401	0	0	5
3634	11	0	0	3
3635	251	0	0	3
3636	1350	1	0	3
3637	346	0	0	4
3638	21	0	0	4
3639	271	0	0	6
3640	1337	0	0	10
3641	354	0	0	2
3642	21	1	1	4
3643	246	0	0	2
3644	1408	0	0	3
3645	390	0	0	1
3646	18	0	0	4
3647	228	0	0	1
3648	1309	1	0	1
3649	381	0	0	2
3650	12	0	1	1
3651	257	0	1	1
3652	1365	1	3	2
3653	403	0	0	3
3654	13	0	2	1
3655	258	0	0	2
3656	1306	0	0	6
3657	358	0	1	1
3658	14	0	0	4
3659	254	0	1	3
3660	1350	0	2	1
3661	385	0	0	1
3662	18	0	0	3
3663	282	0	0	7
3664	1334	0	0	4
3665	382	0	0	4
3666	19	0	0	0
3667	272	0	0	1
3668	1351	0	2	1
3669	341	0	1	0
3670	26	0	0	4
3671	280	0	0	1
3672	1331	0	2	4
3673	364	1	0	7
3674	17	0	0	3
3675	240	0	0	1
3676	1330	1	1	2
3677	372	2	0	2
3678	27	0	0	3
3679	255	0	0	1
3680	1275	1	0	8
3681	382	0	1	4
3682	27	1	0	0
3683	246	1	0	2
3684	1346	2	0	2
3685	388	0	0	1
3686	20	0	0	1
3687	262	0	0	0
3688	1338	0	2	3
3689	367	0	1	1
3690	26	0	1	2
3691	241	0	0	4
3692	1288	0	0	2
3693	380	0	0	1
3694	15	0	0	5
3695	264	1	1	3
3696	1226	1	1	5
3697	386	0	0	4
3698	14	0	0	2
3699	222	0	0	1
3700	1286	1	1	1
3701	325	0	0	2
3702	19	0	0	2
3703	235	0	0	3
3704	1311	1	0	7
3705	350	0	0	1
3706	22	0	0	1
3707	273	0	0	1
3708	1322	1	1	1
3709	361	1	3	1
3710	24	0	0	3
3711	242	0	0	2
3712	1338	0	0	1
3713	327	0	0	3
3714	14	0	0	5
3715	245	0	0	3
3716	1287	0	1	2
3717	346	0	1	1
3718	12	0	0	3
3719	261	0	0	2
3720	1354	0	0	5
3721	362	0	0	5
3722	20	0	0	2
3723	253	0	1	2
3724	1342	1	1	1
3725	301	0	0	1
3726	12	0	0	3
3727	237	0	0	3
3728	1273	0	0	5
3729	351	0	1	8
3730	17	0	0	3
3731	228	0	1	4
3732	1224	0	1	0
3733	346	0	1	2
3734	19	0	0	8
3735	260	0	1	3
3736	1251	1	1	3
3737	380	1	0	2
3738	20	0	0	4
3739	240	0	0	4
3740	1298	1	0	0
3741	362	1	0	5
3742	24	0	0	5
3743	259	0	0	1
3744	1263	0	1	3
3745	358	0	0	2
3746	24	0	0	6
3747	232	2	2	1
3748	1256	0	0	2
3749	368	0	0	2
3750	28	0	2	4
3751	254	0	0	2
3752	1238	1	0	1
3753	346	0	0	1
3754	31	0	0	4
3755	240	0	0	0
3756	1310	1	0	1
3757	337	0	0	4
3758	23	0	0	8
3759	219	1	1	2
3760	1320	1	0	1
3761	333	0	0	4
3762	21	0	1	6
3763	255	0	0	0
3764	1299	0	1	4
3765	344	1	0	2
3766	16	0	0	1
3767	269	1	1	2
3768	1277	0	2	4
3769	341	0	0	5
3770	21	1	0	3
3771	265	0	0	2
3772	1261	0	0	1
3773	312	1	0	2
3774	20	0	0	2
3775	255	0	0	2
3776	1188	0	1	7
3777	305	0	0	5
3778	19	0	0	3
3779	254	0	0	0
3780	1230	0	0	2
3781	350	0	0	1
3782	22	0	0	0
3783	264	0	1	3
3784	1295	0	0	8
3785	291	1	0	6
3786	17	0	0	3
3787	238	0	0	3
3788	1168	0	0	0
3789	342	1	0	2
3790	16	0	0	1
3791	246	1	0	2
3792	1219	0	0	4
3793	319	0	0	3
3794	24	0	0	1
3795	250	1	0	2
3796	1214	0	1	1
3797	317	0	0	2
3798	24	0	0	1
3799	244	0	0	2
3800	1204	0	1	4
3801	330	0	0	3
3802	22	0	1	2
3803	241	0	0	4
3804	1222	0	0	1
3805	319	0	0	4
3806	28	0	1	1
3807	237	0	0	2
3808	1235	0	0	4
3809	333	0	1	0
3810	31	0	0	5
3811	251	0	1	2
3812	1207	1	0	2
3813	358	0	0	2
3814	17	0	1	3
3815	266	0	1	4
3816	1322	0	0	4
3817	346	1	0	3
3818	19	0	0	3
3819	239	0	0	1
3820	1215	1	1	1
3821	340	0	1	2
3822	27	0	1	2
3823	230	0	0	3
3824	1224	1	0	4
3825	344	0	0	1
3826	19	0	0	1
3827	237	0	0	0
3828	1253	0	0	2
3829	321	0	0	0
3830	12	0	0	5
3831	268	0	0	2
3832	1161	2	0	4
3833	322	1	0	2
3834	15	0	0	4
3835	222	0	0	4
3836	1209	0	1	2
3837	359	0	1	2
3838	15	1	0	4
3839	227	0	0	2
3840	1236	1	0	5
3841	324	0	0	0
3842	13	0	0	1
3843	246	0	1	1
3844	1216	0	0	0
3845	327	0	0	2
3846	10	0	0	4
3847	241	1	0	3
3848	1161	0	0	4
3849	317	0	0	1
3850	15	0	0	0
3851	219	0	0	1
3852	1134	1	0	1
3853	332	1	0	1
3854	11	0	0	5
3855	236	0	0	1
3856	1189	1	0	5
3857	338	0	0	0
3858	14	0	0	0
3859	240	0	0	2
3860	1248	0	0	1
3861	314	0	0	0
3862	16	0	0	1
3863	219	0	1	4
3864	1137	0	0	3
3865	319	1	0	2
3866	13	0	0	5
3867	236	0	0	0
3868	1216	1	0	2
3869	316	0	1	1
3870	23	0	0	2
3871	209	0	0	5
3872	1165	1	0	1
3873	317	1	0	8
3874	21	0	0	1
3875	215	1	1	2
3876	1144	0	1	2
3877	339	0	0	2
3878	27	0	0	3
3879	251	0	0	1
3880	1168	0	1	2
3881	321	0	0	4
3882	22	0	0	2
3883	225	0	0	2
3884	1185	1	0	0
3885	312	0	0	2
3886	20	0	0	4
3887	232	0	0	3
3888	1175	0	1	3
3889	314	0	0	3
3890	20	0	0	1
3891	245	0	0	3
3892	1127	0	0	0
3893	356	0	0	1
3894	16	0	0	4
3895	233	1	0	2
3896	1166	0	0	10
3897	321	0	0	2
3898	12	0	0	3
3899	217	0	1	2
3900	1233	0	0	0
3901	303	0	2	1
3902	13	0	0	3
3903	205	0	0	2
3904	1130	0	0	3
3905	342	0	0	3
3906	9	0	0	3
3907	197	0	0	0
3908	1116	1	0	1
3909	305	0	1	2
3910	7	0	0	2
3911	209	0	1	4
3912	1142	0	0	3
3913	310	0	0	2
3914	15	0	1	0
3915	215	0	0	1
3916	1177	0	1	1
3917	301	0	0	2
3918	17	0	0	1
3919	211	0	0	3
3920	1092	0	1	2
3921	315	0	0	2
3922	8	0	0	4
3923	184	0	0	2
3924	1110	0	0	1
3925	296	0	0	1
3926	14	0	0	0
3927	219	0	1	1
3928	1096	0	0	5
3929	299	0	0	3
3930	25	0	0	3
3931	212	0	0	1
3932	1133	1	0	1
3933	297	0	0	3
3934	8	0	0	0
3935	217	0	0	3
3936	1146	0	1	4
3937	296	0	0	1
3938	6	1	0	4
3939	215	0	0	5
3940	1077	1	0	1
3941	298	1	0	1
3942	14	0	0	1
3943	221	0	0	3
3944	1106	1	0	6
3945	317	0	0	7
3946	13	0	0	1
3947	241	0	0	0
3948	1059	0	0	0
3949	300	0	0	3
3950	10	0	0	4
3951	213	0	0	4
3952	1142	2	0	4
3953	278	0	0	2
3954	11	0	1	1
3955	221	0	0	2
3956	1076	0	1	2
3957	282	0	1	2
3958	8	0	0	3
3959	221	0	0	1
3960	1110	0	0	5
3961	271	0	0	1
3962	9	0	0	5
3963	243	0	2	1
3964	1097	0	0	4
3965	328	0	0	0
3966	14	0	0	2
3967	219	0	0	1
3968	1068	0	0	2
3969	295	0	0	3
3970	8	0	0	2
3971	215	0	0	1
3972	1101	0	0	1
3973	306	0	0	3
3974	16	0	0	0
3975	198	0	1	1
3976	1085	0	1	5
3977	289	0	0	3
3978	11	0	0	3
3979	210	0	0	1
3980	1109	0	0	2
3981	241	1	0	3
3982	14	0	0	1
3983	227	0	0	3
3984	1105	0	0	3
3985	289	0	0	0
3986	21	0	0	2
3987	199	0	0	2
3988	1087	0	1	0
3989	304	0	1	2
3990	17	0	1	2
3991	224	0	1	2
3992	1055	0	0	3
3993	274	0	0	1
3994	12	0	0	1
3995	213	0	2	2
3996	1121	0	0	0
3997	292	0	0	1
3998	17	0	0	2
3999	227	0	0	0
4000	1087	0	0	6
4001	309	1	0	2
4002	8	0	0	3
4003	216	0	0	0
4004	1055	1	0	1
4005	251	0	0	1
4006	12	0	0	1
4007	195	0	0	3
4008	1102	0	1	7
4009	303	0	0	1
4010	10	0	0	2
4011	210	1	0	1
4012	1071	1	0	3
4013	249	0	0	1
4014	10	0	0	5
4015	208	0	1	3
4016	1101	0	0	3
4017	296	0	0	3
4018	10	0	0	3
4019	195	0	0	2
4020	1101	0	1	2
4021	316	1	1	0
4022	2	0	0	2
4023	203	0	0	2
4024	1107	0	0	6
4025	328	0	0	3
4026	10	0	0	3
4027	192	0	0	2
4028	989	0	0	1
4029	282	1	0	1
4030	12	0	0	2
4031	212	0	0	3
4032	1070	0	0	4
4033	290	0	0	2
4034	11	0	0	2
4035	223	0	0	0
4036	1066	1	0	0
4037	288	0	0	1
4038	9	0	0	1
4039	200	0	0	3
4040	1072	0	0	2
4041	269	0	0	2
4042	12	0	1	0
4043	187	0	0	2
4044	1069	0	0	2
4045	275	0	0	3
4046	18	0	0	2
4047	223	1	0	0
4048	1032	2	1	4
4049	273	0	0	0
4050	18	0	0	4
4051	223	1	1	1
4052	1095	1	1	3
4053	325	0	1	1
4054	14	0	1	3
4055	201	0	0	1
4056	998	2	0	6
4057	285	1	0	5
4058	13	0	0	0
4059	194	0	0	0
4060	972	0	1	1
4061	289	0	1	1
4062	14	0	0	1
4063	191	0	0	1
4064	1008	0	0	2
4065	285	1	0	3
4066	6	0	0	1
4067	226	0	0	1
4068	1056	1	0	2
4069	281	0	0	1
4070	8	0	0	0
4071	198	0	0	3
4072	1072	0	0	2
4073	290	0	0	4
4074	5	0	2	3
4075	213	0	1	1
4076	1038	0	0	1
4077	281	0	0	0
4078	7	0	0	2
4079	191	0	0	4
4080	1093	1	0	2
4081	287	0	0	2
4082	9	0	0	1
4083	175	0	1	1
4084	1039	1	0	3
4085	319	0	0	0
4086	5	0	0	3
4087	208	0	0	1
4088	1089	2	0	4
4089	284	0	0	1
4090	4	0	1	3
4091	206	0	0	1
4092	1018	0	0	1
4093	292	0	0	1
4094	12	0	0	1
4095	204	0	0	1
4096	1075	0	3	6
4097	267	0	0	1
4098	11	0	0	1
4099	208	0	0	5
4100	1036	0	0	2
4101	282	1	0	0
4102	11	0	0	1
4103	218	0	0	1
4104	996	0	0	3
4105	277	0	0	3
4106	12	0	0	1
4107	203	1	0	1
4108	994	0	0	2
4109	263	0	0	0
4110	12	0	0	1
4111	183	0	0	0
4112	950	1	0	0
4113	267	0	0	0
4114	16	0	0	6
4115	184	0	0	1
4116	951	0	0	1
4117	279	0	0	1
4118	14	0	2	2
4119	198	0	0	1
4120	987	0	0	1
4121	273	0	0	3
4122	18	0	0	2
4123	207	0	1	0
4124	987	1	1	0
4125	307	0	1	1
4126	17	0	1	2
4127	195	0	0	3
4128	961	0	2	3
4129	287	1	0	2
4130	18	0	0	3
4131	184	0	0	0
4132	1043	0	0	2
4133	288	0	0	3
4134	9	0	0	2
4135	174	0	0	2
4136	988	0	0	6
4137	266	0	0	1
4138	7	0	0	1
4139	171	0	0	1
4140	969	0	0	2
4141	258	0	0	4
4142	13	0	0	3
4143	203	0	0	0
4144	1034	0	0	2
4145	261	1	0	4
4146	14	0	0	0
4147	184	0	0	2
4148	1016	0	0	2
4149	245	0	0	2
4150	8	0	0	3
4151	168	0	0	3
4152	1004	0	0	2
4153	274	0	1	2
4154	12	0	0	3
4155	202	0	0	2
4156	1065	0	0	0
4157	262	0	0	0
4158	13	0	0	1
4159	184	0	0	2
4160	924	0	1	0
4161	260	0	0	3
4162	14	0	0	1
4163	206	0	0	4
4164	956	0	0	0
4165	272	0	0	0
4166	14	0	0	0
4167	170	0	0	4
4168	965	0	0	4
4169	235	0	0	1
4170	16	0	0	1
4171	190	0	0	3
4172	1024	0	1	1
4173	284	0	0	2
4174	7	0	0	1
4175	206	0	0	0
4176	971	1	0	2
4177	258	1	0	5
4178	8	0	0	3
4179	200	0	0	3
4180	993	0	0	1
4181	243	0	1	1
4182	13	0	0	2
4183	192	0	0	2
4184	965	0	0	3
4185	269	0	0	5
4186	17	0	0	1
4187	165	0	2	4
4188	946	0	1	0
4189	239	0	0	1
4190	12	0	0	2
4191	177	0	1	5
4192	989	0	1	6
4193	257	0	0	2
4194	9	0	0	0
4195	216	0	1	1
4196	1007	0	0	3
4197	262	1	0	2
4198	10	0	0	2
4199	173	0	0	1
4200	961	0	1	2
4201	249	0	0	0
4202	14	0	0	3
4203	200	1	0	1
4204	891	0	0	1
4205	256	0	0	1
4206	12	0	0	0
4207	189	0	0	2
4208	982	1	0	6
4209	238	0	0	2
4210	14	0	0	1
4211	181	0	0	2
4212	1007	1	0	1
4213	239	0	0	2
4214	5	0	0	2
4215	181	0	0	3
4216	956	1	0	0
4217	259	0	0	1
4218	15	0	1	2
4219	174	0	1	1
4220	986	0	0	1
4221	261	0	0	0
4222	12	0	0	3
4223	160	0	1	1
4224	957	0	1	3
4225	280	0	0	0
4226	14	0	0	1
4227	172	1	0	1
4228	905	0	0	0
4229	253	0	0	1
4230	14	0	0	1
4231	165	0	0	1
4232	944	1	0	4
4233	270	0	1	0
4234	11	0	0	2
4235	170	0	0	2
4236	936	0	0	1
4237	249	0	0	2
4238	17	0	0	0
4239	174	0	0	2
4240	988	0	0	4
4241	221	2	0	3
4242	20	0	0	1
4243	159	0	0	1
4244	954	0	0	0
4245	229	0	0	0
4246	13	0	0	2
4247	194	0	0	1
4248	932	0	1	2
4249	203	0	0	0
4250	10	0	0	2
4251	179	0	1	1
4252	995	0	0	1
4253	270	0	0	0
4254	14	0	0	1
4255	186	0	0	1
4256	946	1	2	2
4257	244	0	1	1
4258	15	0	0	1
4259	169	0	0	1
4260	953	0	0	4
4261	244	1	0	2
4262	10	0	0	3
4263	177	0	0	1
4264	941	0	2	2
4265	246	0	0	2
4266	19	0	0	1
4267	166	0	0	2
4268	949	0	0	0
4269	236	0	0	0
4270	11	0	0	1
4271	176	0	0	2
4272	953	0	0	1
4273	245	0	0	5
4274	14	0	0	2
4275	163	0	0	1
4276	931	0	0	2
4277	231	0	0	0
4278	23	0	0	1
4279	176	0	0	1
4280	857	0	0	3
4281	251	0	0	2
4282	16	0	0	0
4283	181	0	0	2
4284	915	0	0	1
4285	240	0	1	0
4286	15	0	0	2
4287	165	0	0	2
4288	899	0	0	2
4289	259	0	0	1
4290	17	0	0	2
4291	172	0	0	1
4292	887	1	0	1
4293	263	0	0	0
4294	9	1	0	1
4295	172	1	0	1
4296	921	0	0	6
4297	268	0	0	0
4298	22	0	0	5
4299	169	0	0	0
4300	851	1	0	0
4301	257	0	0	2
4302	16	0	0	2
4303	163	0	0	2
4304	934	0	0	2
4305	222	0	0	1
4306	16	0	0	1
4307	172	0	0	2
4308	870	0	0	0
4309	234	0	1	1
4310	14	0	0	0
4311	167	0	1	2
4312	860	0	1	3
4313	235	0	1	0
4314	21	0	0	2
4315	173	0	0	0
4316	864	2	1	1
4317	232	0	0	1
4318	13	0	0	1
4319	170	0	0	1
4320	881	0	1	4
4321	242	0	0	1
4322	19	0	0	3
4323	159	0	0	1
4324	903	1	1	0
4325	234	0	0	2
4326	11	0	0	1
4327	167	0	0	1
4328	863	0	0	1
4329	251	0	0	4
4330	14	0	0	1
4331	168	0	0	1
4332	909	0	1	0
4333	214	0	0	0
4334	16	0	0	3
4335	165	0	0	1
4336	857	1	0	1
4337	252	0	0	0
4338	11	0	0	1
4339	152	0	0	0
4340	862	0	0	1
4341	244	0	0	0
4342	11	0	0	1
4343	153	0	0	4
4344	848	0	1	2
4345	238	0	0	1
4346	24	0	1	1
4347	166	0	0	0
4348	867	0	0	0
4349	247	0	0	2
4350	17	0	0	3
4351	163	0	0	1
4352	850	0	0	3
4353	252	0	0	2
4354	15	0	0	2
4355	192	0	0	1
4356	897	0	0	1
4357	217	0	0	1
4358	25	0	0	2
4359	147	0	0	0
4360	886	0	0	0
4361	254	0	0	3
4362	16	0	0	1
4363	185	0	0	1
4364	805	0	0	1
4365	260	0	0	2
4366	24	0	0	3
4367	175	0	1	0
4368	876	0	1	2
4369	245	0	0	0
4370	14	0	0	0
4371	164	0	0	1
4372	867	0	0	2
4373	228	0	0	0
4374	8	0	0	2
4375	199	0	0	1
4376	870	0	0	1
4377	190	0	0	1
4378	11	0	0	0
4379	144	0	0	1
4380	833	0	0	1
4381	237	1	0	1
4382	16	0	0	1
4383	165	0	0	2
4384	838	0	0	3
4385	223	0	0	1
4386	19	0	0	0
4387	147	0	0	0
4388	876	0	0	1
4389	219	0	0	0
4390	19	0	0	0
4391	157	0	0	1
4392	847	0	0	2
4393	237	0	0	2
4394	12	0	0	1
4395	161	0	0	3
4396	837	0	0	0
4397	211	0	0	0
4398	19	0	0	3
4399	145	0	0	0
4400	799	0	0	3
4401	238	0	0	0
4402	8	0	0	4
4403	180	0	0	0
4404	855	0	0	2
4405	244	0	1	1
4406	20	0	0	0
4407	163	0	0	1
4408	836	0	0	1
4409	223	0	0	1
4410	14	0	0	0
4411	154	0	0	0
4412	819	0	0	0
4413	216	0	0	0
4414	21	0	0	2
4415	173	0	0	1
4416	855	0	0	6
4417	233	0	0	2
4418	27	0	1	2
4419	162	0	0	0
4420	865	1	0	1
4421	230	0	0	0
4422	19	0	0	2
4423	158	0	0	4
4424	774	0	1	5
4425	224	0	0	1
4426	20	0	0	1
4427	162	0	0	1
4428	817	0	1	0
4429	249	0	1	1
4430	21	0	0	1
4431	148	0	0	0
4432	770	0	1	4
4433	194	0	0	3
4434	22	0	0	1
4435	185	0	0	1
4436	782	1	0	1
4437	225	0	0	6
4438	11	0	0	1
4439	166	0	0	1
4440	787	0	0	2
4441	233	0	0	2
4442	8	0	0	4
4443	160	0	0	0
4444	808	0	0	0
4445	228	0	1	1
4446	16	0	0	3
4447	153	0	1	0
4448	832	0	0	1
4449	222	0	0	0
4450	17	0	0	3
4451	174	0	0	2
4452	783	0	0	0
4453	205	0	0	2
4454	20	0	0	1
4455	142	0	0	1
4456	826	0	0	2
4457	219	0	0	1
4458	13	0	0	2
4459	151	0	0	1
4460	782	0	0	0
4461	223	0	0	1
4462	15	0	1	2
4463	146	0	0	1
4464	809	0	0	2
4465	207	0	0	2
4466	20	0	0	3
4467	158	0	0	4
4468	822	1	1	0
4469	225	0	0	0
4470	18	0	0	2
4471	177	0	1	2
4472	788	0	1	2
4473	203	0	0	0
4474	21	0	0	0
4475	158	0	0	1
4476	747	0	0	1
4477	189	0	1	2
4478	19	0	0	2
4479	154	0	0	1
4480	788	1	0	0
4481	221	0	0	1
4482	15	0	0	3
4483	152	0	0	1
4484	743	0	0	0
4485	178	0	0	1
4486	12	0	0	2
4487	136	0	0	2
4488	767	0	0	4
4489	235	0	0	1
4490	17	0	0	0
4491	153	0	0	0
4492	738	0	0	1
4493	199	0	0	0
4494	18	0	0	3
4495	166	0	1	1
4496	740	1	0	3
4497	198	1	0	2
4498	21	0	0	2
4499	135	0	1	2
4500	722	0	0	2
4501	189	0	1	1
4502	14	0	0	1
4503	154	0	0	2
4504	733	0	0	5
4505	212	0	0	1
4506	16	0	0	1
4507	163	0	0	0
4508	709	0	0	0
4509	220	0	0	1
4510	13	0	0	0
4511	146	0	0	2
4512	770	0	0	5
4513	228	0	0	1
4514	22	0	1	1
4515	137	0	0	0
4516	686	0	1	0
4517	211	0	0	2
4518	24	0	0	1
4519	130	0	0	1
4520	784	0	0	4
4521	190	0	0	2
4522	19	0	0	4
4523	139	0	0	0
4524	776	0	0	0
4525	181	0	0	0
4526	16	0	0	1
4527	160	0	0	2
4528	730	0	0	4
4529	217	0	0	0
4530	22	0	0	2
4531	136	0	0	2
4532	724	1	0	0
4533	188	0	0	0
4534	17	0	0	2
4535	142	0	0	2
4536	738	0	0	2
4537	177	0	0	1
4538	14	0	0	0
4539	137	0	0	1
4540	734	0	0	0
4541	182	0	0	2
4542	15	0	0	1
4543	150	0	0	4
4544	682	0	0	1
4545	204	0	0	4
4546	16	0	0	0
4547	154	0	0	0
4548	701	0	0	0
4549	171	0	0	1
4550	21	0	0	0
4551	141	0	0	2
4552	730	1	0	3
4553	189	0	1	1
4554	24	0	0	3
4555	125	0	0	1
4556	712	0	1	1
4557	212	1	0	3
4558	15	0	0	1
4559	139	0	0	4
4560	727	1	0	0
4561	228	0	0	1
4562	14	0	0	3
4563	119	0	0	0
4564	726	0	0	1
4565	223	0	0	1
4566	17	0	0	4
4567	145	0	0	0
4568	689	0	1	3
4569	204	0	0	2
4570	19	0	0	3
4571	122	0	0	0
4572	671	0	0	0
4573	207	0	0	0
4574	18	0	0	1
4575	134	0	1	1
4576	646	0	0	1
4577	183	0	0	2
4578	17	0	0	1
4579	154	0	0	1
4580	644	0	0	0
4581	170	0	0	1
4582	13	0	0	1
4583	147	0	0	1
4584	657	0	0	4
4585	189	0	0	2
4586	16	0	0	2
4587	134	0	1	2
4588	713	1	1	0
4589	207	0	0	2
4590	21	0	0	1
4591	148	0	0	1
4592	691	0	0	1
4593	193	0	0	2
4594	12	0	0	1
4595	131	0	0	2
4596	687	0	0	0
4597	182	0	0	3
4598	22	0	0	0
4599	137	0	0	3
4600	663	0	0	6
4601	179	0	0	4
4602	20	0	0	2
4603	123	0	1	3
4604	667	0	0	0
4605	196	0	0	0
4606	19	0	0	4
4607	137	0	0	0
4608	687	1	0	1
4609	192	0	0	0
4610	14	0	0	0
4611	133	0	0	0
4612	664	0	0	2
4613	175	0	0	2
4614	10	0	0	2
4615	127	0	0	2
4616	618	0	0	3
4617	175	0	0	0
4618	26	0	0	3
4619	138	0	0	0
4620	639	0	0	0
4621	152	0	0	1
4622	16	0	0	1
4623	131	0	0	1
4624	656	0	0	1
4625	200	0	0	2
4626	23	0	0	3
4627	137	0	0	0
4628	682	0	0	0
4629	192	0	0	2
4630	20	0	0	2
4631	144	0	0	0
4632	645	0	0	2
4633	188	0	0	0
4634	21	0	0	1
4635	125	0	0	2
4636	657	0	0	0
4637	177	0	0	2
4638	16	0	0	2
4639	145	0	0	1
4640	631	0	0	2
4641	212	0	0	3
4642	10	0	0	2
4643	136	0	0	0
4644	701	1	0	1
4645	207	0	0	1
4646	16	0	0	0
4647	125	0	0	1
4648	672	0	0	1
4649	174	0	0	1
4650	16	0	0	0
4651	120	0	0	0
4652	662	1	0	1
4653	171	0	0	2
4654	25	0	0	1
4655	122	0	0	2
4656	623	1	0	2
4657	177	0	1	2
4658	25	0	0	4
4659	148	0	0	3
4660	615	1	0	0
4661	162	0	0	0
4662	23	0	1	1
4663	147	0	1	1
4664	617	0	0	2
4665	175	0	0	2
4666	25	0	0	0
4667	136	0	0	1
4668	619	0	0	1
4669	176	0	0	0
4670	16	0	0	3
4671	125	0	0	1
4672	651	0	0	2
4673	159	0	1	3
4674	23	0	0	1
4675	133	0	1	0
4676	620	0	0	1
4677	170	0	0	0
4678	11	0	0	0
4679	137	0	0	2
4680	622	0	0	3
4681	165	0	0	0
4682	23	0	0	3
4683	140	0	0	0
4684	643	0	0	0
4685	162	0	0	0
4686	14	0	0	0
4687	125	0	0	2
4688	585	0	1	0
4689	149	0	0	4
4690	13	0	0	2
4691	122	0	0	0
4692	580	1	0	0
4693	173	0	0	1
4694	19	0	0	0
4695	125	0	0	1
4696	606	0	0	2
4697	172	0	0	2
4698	17	0	0	2
4699	120	0	0	0
4700	622	0	0	0
4701	164	0	0	1
4702	25	0	0	1
4703	122	0	0	5
4704	651	0	1	1
4705	164	0	0	0
4706	22	0	0	2
4707	102	0	0	1
4708	594	0	0	1
4709	184	0	0	1
4710	16	1	0	2
4711	106	0	0	2
4712	590	0	0	3
4713	167	0	0	2
4714	23	0	0	3
4715	123	0	0	1
4716	597	0	0	1
4717	171	0	0	1
4718	23	0	0	1
4719	140	0	0	0
4720	607	0	0	2
4721	145	0	0	1
4722	25	0	0	3
4723	112	0	1	2
4724	619	0	0	1
4725	177	0	0	1
4726	14	0	0	1
4727	117	0	0	0
4728	592	1	0	4
4729	152	0	0	1
4730	21	0	0	2
4731	126	0	0	3
4732	596	0	0	2
4733	174	0	0	0
4734	24	0	0	0
4735	123	0	0	0
4736	589	0	0	3
4737	153	1	0	1
4738	25	0	0	1
4739	122	0	0	1
4740	591	0	0	0
4741	157	0	0	0
4742	22	0	0	1
4743	118	0	0	1
4744	552	0	0	3
4745	170	0	0	0
4746	16	0	0	1
4747	119	0	0	1
4748	546	0	0	1
4749	174	0	0	2
4750	24	0	0	1
4751	99	0	0	1
4752	572	1	0	2
4753	164	0	0	0
4754	24	0	0	1
4755	115	0	0	0
4756	531	0	0	0
4757	169	0	0	0
4758	20	0	0	0
4759	122	0	0	1
